instid|sv_name|isi_id|cxfp
182|Institutionen för mikroteknologi och nanovetenskap|000208613100004|0,00000000000000000000
182|Institutionen för mikroteknologi och nanovetenskap|000208629100010|0,46257248135851432871
182|Institutionen för mikroteknologi och nanovetenskap|000208702900008|0,16937095501974591110
182|Institutionen för mikroteknologi och nanovetenskap|000208702900009|1,6937095501974591
182|Institutionen för mikroteknologi och nanovetenskap|000208702900010|1,6937095501974591
182|Institutionen för mikroteknologi och nanovetenskap|000208702900011|0,50811286505923773329
182|Institutionen för mikroteknologi och nanovetenskap|000272158200023|0,24383491434070335505
182|Institutionen för mikroteknologi och nanovetenskap|000272890700005|0,24945190299307381105
182|Institutionen för mikroteknologi och nanovetenskap|000273200500017|0,67481997773960253650
182|Institutionen för mikroteknologi och nanovetenskap|000273340000005|0,84956294393463781901
182|Institutionen för mikroteknologi och nanovetenskap|000273566500019|0,84116305140565502773
182|Institutionen för mikroteknologi och nanovetenskap|000273770300002|2,7495860490090460
182|Institutionen för mikroteknologi och nanovetenskap|000273945800009|0,99864232068873369425
182|Institutionen för mikroteknologi och nanovetenskap|000274342200011|1,6255491319983281
182|Institutionen för mikroteknologi och nanovetenskap|000274402400008|0,00000000000000000000
182|Institutionen för mikroteknologi och nanovetenskap|000274466100051|0,52953767055899997119
182|Institutionen för mikroteknologi och nanovetenskap|000274730100012|1,6991258878692756
182|Institutionen för mikroteknologi och nanovetenskap|000274791200110|2,0244599332188076
182|Institutionen för mikroteknologi och nanovetenskap|000274800500028|0,26682876416320142133
182|Institutionen för mikroteknologi och nanovetenskap|000274904400016|0,87557971201567830907
182|Institutionen för mikroteknologi och nanovetenskap|000274993100026|1,3641831379259940
182|Institutionen för mikroteknologi och nanovetenskap|000274995900010|0,33982517757385512760
182|Institutionen för mikroteknologi och nanovetenskap|000274998100085|0,49890380598614762210
182|Institutionen för mikroteknologi och nanovetenskap|000275278200035|0,75474328112915913970
182|Institutionen för mikroteknologi och nanovetenskap|000275331200029|0,00000000000000000000
182|Institutionen för mikroteknologi och nanovetenskap|000275454100081|3,2053948942631120
182|Institutionen för mikroteknologi och nanovetenskap|000275615100020|0,12916518606564168984
182|Institutionen för mikroteknologi och nanovetenskap|000275665700018|0,14340392329775212326
182|Institutionen för mikroteknologi och nanovetenskap|000275669000004|0,16991258878692756380
182|Institutionen för mikroteknologi och nanovetenskap|000275825200013|1,5774431562752734
182|Institutionen för mikroteknologi och nanovetenskap|000275982100011|8,2196468578933275
182|Institutionen för mikroteknologi och nanovetenskap|000276060900017|0,00000000000000000000
182|Institutionen för mikroteknologi och nanovetenskap|000276207300097|1,4967114179584429
182|Institutionen för mikroteknologi och nanovetenskap|000276248800117|1,4967114179584429
182|Institutionen för mikroteknologi och nanovetenskap|000276619300017|0,00000000000000000000
182|Institutionen för mikroteknologi och nanovetenskap|000276619900021|1,6823261028113101
182|Institutionen för mikroteknologi och nanovetenskap|000276972600040|1,2101471504570022
182|Institutionen för mikroteknologi och nanovetenskap|000277101300015|3,3676006904064964
182|Institutionen för mikroteknologi och nanovetenskap|000277210200099|1,6214373694549798
182|Institutionen för mikroteknologi och nanovetenskap|000277210600037|0,49992473618346291153
182|Institutionen för mikroteknologi och nanovetenskap|000277565300009|0,24567892477050942605
182|Institutionen för mikroteknologi och nanovetenskap|000277664900004|0,50973776636078269141
182|Institutionen för mikroteknologi och nanovetenskap|000277712000030|0,00000000000000000000
182|Institutionen för mikroteknologi och nanovetenskap|000278040900005|1,0291736234369704
182|Institutionen för mikroteknologi och nanovetenskap|000278141600093|0,62362975748268452762
182|Institutionen för mikroteknologi och nanovetenskap|000278183200053|0,71701961648876061631
182|Institutionen för mikroteknologi och nanovetenskap|000278268200018|0,39206490022892756811
182|Institutionen för mikroteknologi och nanovetenskap|000278268200021|0,13068830007630918937
182|Institutionen för mikroteknologi och nanovetenskap|000278318800004|0,10603068946386493213
182|Institutionen för mikroteknologi och nanovetenskap|000278512300039|1,1809349610443044
182|Institutionen för mikroteknologi och nanovetenskap|000278810900002|0,42058152570282751387
182|Institutionen för mikroteknologi och nanovetenskap|000278810900006|5,2572690712853439
182|Institutionen för mikroteknologi och nanovetenskap|000278811400001|0,00000000000000000000
182|Institutionen för mikroteknologi och nanovetenskap|000278907100082|0,57361569319100849305
182|Institutionen för mikroteknologi och nanovetenskap|000278995900027|0,00000000000000000000
182|Institutionen för mikroteknologi och nanovetenskap|000279182500043|0,63087228855424127080
182|Institutionen för mikroteknologi och nanovetenskap|000279334900004|0,74835570897922143315
